Corner,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,temperature,vcontrol,vdd,Pass/Fail,Frequency
C0_139,ss,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,500e-3,1.8,,332.5e6
C0_97,sf,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,500e-3,1.82,,361.8e6
C0_133,sf,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,500e-3,1.82,,361.8e6
C0_94,sf,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,500e-3,1.8,,389.2e6
C0_130,sf,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,500e-3,1.8,,389.2e6
C0_12,fs,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,500e-3,1.8,,500.9e6
C0_48,fs,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,500e-3,1.8,,500.9e6
C0_31,ss,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,500e-3,1.8,,505.7e6
C0_67,ss,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,500e-3,1.8,,505.7e6
C0_27,ss,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,500e-3,1.78,,518e6
C0_63,ss,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,500e-3,1.78,,518e6
C0_18,sf,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,500e-3,1.78,,519.8e6
C0_54,sf,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,500e-3,1.78,,519.8e6
C0_28,ss,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,500e-3,1.78,,519.9e6
C0_64,ss,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,500e-3,1.78,,519.9e6
C0_89,fs,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,500e-3,1.82,,520.2e6
C0_125,fs,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,500e-3,1.82,,520.2e6
C0_86,fs,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,500e-3,1.8,,529.2e6
C0_122,fs,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,500e-3,1.8,,529.2e6
C0_3,ff,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,500e-3,1.8,,529.5e6
C0_39,ff,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,500e-3,1.8,,529.5e6
C0_84,fs,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,500e-3,1.8,,530.9e6
C0_120,fs,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,500e-3,1.8,,530.9e6
C0_87,fs,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,500e-3,1.82,,532.1e6
C0_123,fs,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,500e-3,1.82,,532.1e6
C0_99,ss,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,500e-3,1.78,,532.7e6
C0_135,ss,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,500e-3,1.78,,532.7e6
C0_21,sf,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,500e-3,1.8,,533.8e6
C0_57,sf,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,500e-3,1.8,,533.8e6
C0_92,sf,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,500e-3,1.78,,535.3e6
C0_128,sf,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,500e-3,1.78,,535.3e6
C0_79,ff,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,500e-3,1.82,,535.6e6
C0_115,ff,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,500e-3,1.82,,535.6e6
C0_9,fs,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,500e-3,1.78,,538.8e6
C0_45,fs,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,500e-3,1.78,,538.8e6
C0_106,ss,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,500e-3,1.82,,539e6
C0_142,ss,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,500e-3,1.82,,539e6
C0_85,fs,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,500e-3,1.8,,540.5e6
C0_121,fs,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,500e-3,1.8,,540.5e6
C0_83,fs,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,500e-3,1.78,,544e6
C0_119,fs,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,500e-3,1.78,,544e6
C0_105,ss,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,500e-3,1.82,,545.1e6
C0_141,ss,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,500e-3,1.82,,545.1e6
C0_15,fs,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,500e-3,1.82,,547.6e6
C0_51,fs,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,500e-3,1.82,,547.6e6
C0_73,ff,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,500e-3,1.78,,548.7e6
C0_109,ff,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,500e-3,1.78,,548.7e6
C0_76,ff,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,500e-3,1.8,,550e6
C0_112,ff,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,500e-3,1.8,,550e6
C0_102,ss,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,500e-3,1.8,,553.9e6
C0_138,ss,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,500e-3,1.8,,553.9e6
C0_81,fs,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,500e-3,1.78,,557.7e6
C0_117,fs,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,500e-3,1.78,,557.7e6
C0_6,ff,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,500e-3,1.82,,560.6e6
C0_42,ff,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,500e-3,1.82,,560.6e6
C0_10,fs,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,500e-3,1.78,,578.4e6
C0_46,fs,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,500e-3,1.78,,578.4e6
C0_80,ff,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,500e-3,1.82,,599.5e6
C0_116,ff,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,500e-3,1.82,,599.5e6
C0_7,ff,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,500e-3,1.82,,600.9e6
C0_43,ff,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,500e-3,1.82,,600.9e6
C0_77,ff,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,500e-3,1.8,,601e6
C0_113,ff,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,500e-3,1.8,,601e6
C0_74,ff,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,500e-3,1.78,,602.3e6
C0_110,ff,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,500e-3,1.78,,602.3e6
C0_4,ff,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,500e-3,1.8,,604.9e6
C0_40,ff,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,500e-3,1.8,,604.9e6
C0_1,ff,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,500e-3,1.78,,607.6e6
C0_37,ff,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,500e-3,1.78,,607.6e6
C0_33,ss,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,500e-3,1.82,,634.5e6
C0_69,ss,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,500e-3,1.82,,634.5e6
C0_17,fs,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,500e-3,1.82,,652.4e6
C0_53,fs,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,500e-3,1.82,,652.4e6
C0_24,sf,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,500e-3,1.82,,664.7e6
C0_60,sf,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,500e-3,1.82,,664.7e6
C0_14,fs,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,500e-3,1.8,,665.1e6
C0_50,fs,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,500e-3,1.8,,665.1e6
C0_11,fs,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,500e-3,1.78,,670.6e6
C0_47,fs,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,500e-3,1.78,,670.6e6
C0_8,ff,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,500e-3,1.82,,677.9e6
C0_44,ff,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,500e-3,1.82,,677.9e6
C0_5,ff,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,500e-3,1.8,,680.1e6
C0_41,ff,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,500e-3,1.8,,680.1e6
C0_2,ff,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,500e-3,1.78,,683.6e6
C0_38,ff,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,500e-3,1.78,,683.6e6
C0_95,sf,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,500e-3,1.8,,733.8e6
C0_131,sf,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,500e-3,1.8,,733.8e6
C0_20,sf,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,500e-3,1.78,,833.4e6
